Customer ID,Order ID,Product ID,Sales,Cost Price,Quantity,Discount,Discount_Amount,Total Sales,Total Cost,Profit,Total Profit
IN017659,JFE-069714,01JZ3N5176ABVX6HPJJCZFZ38B,69.99,20.997,3,0.32,67.1904,209.97,62.991,48.993,146.979
TU039036,JTG-961090,01JZ3N51Z9VSARSSSETS0K8RKF,1.99,0.597,14,0.19,5.2934,27.86,8.358,1.393,19.502
VH068058,PJC-898779,01JZ3N50RCQF4GARFTPQGCDT9A,139.99,41.997,20,0,0,2799.8,839.94,97.993,1959.86
IJ021121,PII-823943,01JZ3N52MCGWBBBMT53ZYAV7MD,29.99,8.997,1,0.07,2.0993,29.99,8.997,20.993,20.993
AO040681,KZO-970472,01JZ3N50X02HYKQDKFBBN24CEQ,39.99,11.997,9,0.23,82.7793,359.91,107.973,27.993,251.937
GF083063,SHN-668088,01JZ3N52A36FB3FKXD6BYY61T2,19.99,5.997,18,0,0,359.82,107.946,13.993,251.874
IM018779,RLV-229919,01JZ3N55ZXQ710RNGDPT0YJCWE,4.99,1.497,11,0.25,13.7225,54.89,16.467,3.493,38.423
WW058734,JPV-831689,01JZ3N515KCJAGSAJK102TK920,6.29,1.887,6,0.21,7.9254,37.74,11.322,4.403,26.418
VQ077263,RHT-334131,01JZ3N571V9N657HDH99TS38XR,49.99,14.997,11,0.36,197.9604,549.89,164.967,34.993,384.923
VQ012259,GXT-847658,01JZ3N50CM9GSR1HZ49HR8NNKD,1.29,0.387,20,0.08,2.064,25.8,7.74,0.903,18.06
VN077787,ESC-583451,01JZ3N5333XQHEJB7HAT8SMNXC,299.99,89.997,12,0.27,971.9676,3599.88,1079.964,209.993,2519.916
NS069640,VCA-613402,01JZ3N5618YV1KAK7R07ZPTJ6Y,2.49,0.747,4,0,0,9.96,2.988,1.743,6.972
DV035511,ZLW-901935,01JZ3N50HW789FEKQR5P9EPXWN,4.99,1.497,7,0.38,13.2734,34.93,10.479,3.493,24.451
VL030233,DWK-052080,01JZ3N56XZZP7JVTBGBDRQQY2P,1.5,0.45,6,0.18,1.62,9,2.7,1.05,6.3
XI060063,NKT-899442,01JZ3N55QVE69N5EK5NDX3P6XT,7.49,2.247,5,0.39,14.6055,37.45,11.235,5.243,26.215
PC066841,ZBI-196782,01JZ3N53TDNPT7AF2AWE4TYGFF,39.99,11.997,2,0.35,27.993,79.98,23.994,27.993,55.986
EQ042956,HBR-592834,01JZ3N51B4Q105JC9Q0RGAHW73,12.99,3.897,10,0.3,38.97,129.9,38.97,9.093,90.93
MQ028717,IRG-546103,01JZ3N51K81J5M6WWGKV8BS5XX,11.99,3.597,7,0.2,16.786,83.93,25.179,8.393,58.751
WV028647,SDP-513532,01JZ3N52HKDPJW3M5A6W4PXN7M,4.49,1.347,2,0.33,2.9634,8.98,2.694,3.143,6.286
LZ016012,PLF-243831,01JZ3N50DGF8T70K4SN0233WT4,89.99,26.997,5,0.18,80.991,449.95,134.985,62.993,314.965
MQ028717,HLR-252993,01JZ3N51K81J5M6WWGKV8BS5XX,11.99,3.597,5,0.25,14.9875,59.95,17.985,8.393,41.965
RG074102,FNI-682427,01JZ3N51WKAA9K6X60CRC3SQBH,3.19,0.957,11,0.37,12.9833,35.09,10.527,2.233,24.563
VA049493,ZAQ-387214,01JZ3N51PTJBK8NSJV8GDX8NH1,2.99,0.897,13,0.26,10.1062,38.87,11.661,2.093,27.209
TD068892,CRE-251603,01JZ3N51MP6TFSE8G4Q51QJ3J2,5.29,1.587,1,0.02,0.1058,5.29,1.587,3.703,3.703
UB006545,NIA-386169,01JZ3N52SQ40MP00G4G898B6DF,29.99,8.997,20,0.33,197.934,599.8,179.94,20.993,419.86
CG060898,UVM-099564,01JZ3N51V0YYJTCZB369CA5D23,2.49,0.747,8,0.37,7.3704,19.92,5.976,1.743,13.944
MI077636,YGI-272159,01JZ3N509V6QVH2HX9RQQ7JDPZ,49.99,14.997,1,0.09,4.4991,49.99,14.997,34.993,34.993
DS088458,GIU-272415,01JZ3N55ZMR3ZJDFSXXBY94MPZ,69.99,20.997,18,0,0,1259.82,377.946,48.993,881.874
BJ097202,QVB-414725,01JZ3N56CWBQZVR8G7GVZCY8ZH,4.99,1.497,9,0.04,1.7964,44.91,13.473,3.493,31.437
MI077636,RTE-028359,01JZ3N509V6QVH2HX9RQQ7JDPZ,49.99,14.997,5,0.05,12.4975,249.95,74.985,34.993,174.965
IE054911,JLY-474400,01JZ3N53VJCJRB5N4DZJYWDA7S,4.49,1.347,7,0.13,4.0859,31.43,9.429,3.143,22.001
NF066979,WUN-905254,01JZ3N55BZG2B4ZMCC6BSG6CSN,49.99,14.997,14,0.31,216.9566,699.86,209.958,34.993,489.902
LY032208,MAV-771399,01JZ3N537HT3E6QJW6HN803AES,34.99,10.497,4,0.09,12.5964,139.96,41.988,24.493,97.972
AG018641,LUG-981521,01JZ3N5093R5YRZTGX557D4ZC5,3.29,0.987,20,0.35,23.03,65.8,19.74,2.303,46.06
LY095086,KUW-782148,01JZ3N51GQPPBPBWQQV6NEC6PS,4.59,1.377,6,0.23,6.3342,27.54,8.262,3.213,19.278
ON076441,FIZ-159147,01JZ3N5127MA9SZ1Q03R14VSK5,2.99,0.897,6,0.07,1.2558,17.94,5.382,2.093,12.558
TV097382,EJC-306192,01JZ3N55NARNE1G3WPE1WGKKCJ,24.99,7.497,16,0.05,19.992,399.84,119.952,17.493,279.888
BK070785,XCS-216158,01JZ3N53CM0N627DN7YP52Q33B,7.49,2.247,14,0.33,34.6038,104.86,31.458,5.243,73.402
XX019740,YEM-517588,01JZ3N53B0NYZJS2JTV9FDM5J9,6.49,1.947,18,0.4,46.728,116.82,35.046,4.543,81.774
IL009957,CTZ-512232,01JZ3N53AE9HMTFV7P3DVP5RRC,199.99,59.997,11,0.04,87.9956,2199.89,659.967,139.993,1539.923
PQ042587,XGS-134605,01JZ3N52ZWNE8J9VCBMW8NQ4TK,5.49,1.647,5,0.28,7.686,27.45,8.235,3.843,19.215
QJ030114,LXM-275063,01JZ3N51X8ESYNKHE1F3EGQNGB,9.99,2.997,13,0.39,50.6493,129.87,38.961,6.993,90.909
OA076119,RMV-882449,01JZ3N55D31C3SWE7XTJVEGTDV,12.99,3.897,4,0.31,16.1076,51.96,15.588,9.093,36.372
IK076547,GAB-356496,01JZ3N50BMNDNB5QY6WSP1ETGT,34.99,10.497,6,0.36,75.5784,209.94,62.982,24.493,146.958
LZ016012,CLG-392557,01JZ3N50DGF8T70K4SN0233WT4,89.99,26.997,9,0.39,315.8649,809.91,242.973,62.993,566.937
KT034728,ADB-528290,01JZ3N56XPME9NKWFGZX3W09ND,3.49,1.047,19,0.04,2.6524,66.31,19.893,2.443,46.417
AM053527,GWC-615324,01JZ3N52G9KWBBS5W8K65XVX37,5.79,1.737,17,0.33,32.4819,98.43,29.529,4.053,68.901
DE053807,VQK-270668,01JZ3N55XBEEKN98YYJ2REX5H8,8.49,2.547,11,0.13,12.1407,93.39,28.017,5.943,65.373
TK000744,PZF-585076,01JZ3N54Z6BWRP2RE77PMR55DY,3.79,1.137,19,0.16,11.5216,72.01,21.603,2.653,50.407
AW056186,WTA-499128,01JZ3N55Y4FVCVP8CAXFFPKY0F,59.99,17.997,9,0.05,26.9955,539.91,161.973,41.993,377.937
MG032187,ETU-133772,01JZ3N566E1X3ZBRNRRZRPCMW0,4.99,1.497,17,0.35,29.6905,84.83,25.449,3.493,59.381
GE099058,IEP-580171,01JZ3N51923GWA6CVFV8TM5GHZ,4.99,1.497,1,0.04,0.1996,4.99,1.497,3.493,3.493
RH078718,YOP-722724,01JZ3N52B9GDV354KE3XTD1V7Y,39.99,11.997,17,0.29,197.1507,679.83,203.949,27.993,475.881
GE054896,XJQ-161871,01JZ3N55MDJ61H17KPEY24T2AE,22.99,6.897,9,0.39,80.6949,206.91,62.073,16.093,144.837
FG094679,SAA-402709,01JZ3N55992V3EVB7V6CYQWTF2,24.99,7.497,8,0.05,9.996,199.92,59.976,17.493,139.944
AU020860,GBM-233345,01JZ3N54W7XW2ZMB9TMV78GWYC,1.99,0.597,10,0.38,7.562,19.9,5.97,1.393,13.93
WE015191,GZX-281072,01JZ3N53EEDVMNYZ1Q2K3F1321,59.99,17.997,5,0.14,41.993,299.95,89.985,41.993,209.965
CT082216,DFF-269930,01JZ3N55S4ACKEZ0KF7BJ1KG2F,39.99,11.997,4,0.31,49.5876,159.96,47.988,27.993,111.972
OA076119,TOG-511173,01JZ3N55D31C3SWE7XTJVEGTDV,12.99,3.897,13,0.14,23.6418,168.87,50.661,9.093,118.209
GD051430,TRN-163522,01JZ3N564HZA2WD6R4AHWW1RZ0,199.99,59.997,17,0,0,3399.83,1019.949,139.993,2379.881
CS092679,FPR-211539,01JZ3N50QJERPWJG1VJ40YSMPV,3.99,1.197,11,0.04,1.7556,43.89,13.167,2.793,30.723
HH019414,OCN-895924,01JZ3N50W0CT94KK6S3QN61K2Q,3.49,1.047,17,0.34,20.1722,59.33,17.799,2.443,41.531
SZ015455,LCV-609507,01JZ3N54NS8RZ04GX2AJZ79DKT,2.49,0.747,4,0.05,0.498,9.96,2.988,1.743,6.972
BC098676,JIS-549378,01JZ3N56YR6082G59CYKNJE36J,6.49,1.947,13,0.31,26.1547,84.37,25.311,4.543,59.059
EL072097,XLG-633567,01JZ3N528AQ906ABQESQ6PCCJY,49.99,14.997,4,0.15,29.994,199.96,59.988,34.993,139.972
EH003110,UCB-224005,01JZ3N5274JT8WG0VT145Y81Z1,24.99,7.497,8,0.24,47.9808,199.92,59.976,17.493,139.944
SC091752,XUO-828803,01JZ3N520SGJF5P459AJCAQMW1,5.99,1.797,1,0.28,1.6772,5.99,1.797,4.193,4.193
MU027586,GQB-140168,01JZ3N56HY4FQKQHB3EV81GBHT,2.79,0.837,8,0.14,3.1248,22.32,6.696,1.953,15.624
AS095657,APL-839291,01JZ3N52Z38YMBTDKBN72BNGMJ,9.49,2.847,4,0.12,4.5552,37.96,11.388,6.643,26.572
EL072097,ENW-958800,01JZ3N528AQ906ABQESQ6PCCJY,49.99,14.997,14,0.23,160.9678,699.86,209.958,34.993,489.902
AH043184,ANR-885332,01JZ3N55P5TN4P8G8MJ6AHQ8JQ,19.99,5.997,17,0.03,10.1949,339.83,101.949,13.993,237.881
IA056476,OAM-862216,01JZ3N55BDEQMXTRQG127CH6Y4,39.99,11.997,15,0.18,107.973,599.85,179.955,27.993,419.895
AS095657,IYH-958109,01JZ3N52Z38YMBTDKBN72BNGMJ,9.49,2.847,5,0.13,6.1685,47.45,14.235,6.643,33.215
WI076001,WKW-425139,01JZ3N55YCPX0D3K6Y919H89GK,5.49,1.647,5,0,0,27.45,8.235,3.843,19.215
KF007013,GUI-202822,01JZ3N53RPC65BHC52KPWP78RC,3.49,1.047,1,0.32,1.1168,3.49,1.047,2.443,2.443
ZO077373,SZW-004532,01JZ3N570QE3Q774WKFBEXDG1E,22.99,6.897,1,0.09,2.0691,22.99,6.897,16.093,16.093
CZ054222,NAE-001468,01JZ3N50WCFVGMZBSRQ3XAH16S,15.99,4.797,16,0.09,23.0256,255.84,76.752,11.193,179.088
LI027396,CUL-837338,01JZ3N56W9XXDS85MRNZFMN2BW,4.99,1.497,1,0.08,0.3992,4.99,1.497,3.493,3.493
HH019414,YUY-165190,01JZ3N50W0CT94KK6S3QN61K2Q,3.49,1.047,1,0.26,0.9074,3.49,1.047,2.443,2.443
AP000049,CJW-149345,01JZ3N560ZKD035M8RAETRNP7D,10.99,3.297,11,0.19,22.9691,120.89,36.267,7.693,84.623
ZO077373,BAY-372820,01JZ3N570QE3Q774WKFBEXDG1E,22.99,6.897,18,0.15,62.073,413.82,124.146,16.093,289.674
HY047879,LXQ-490221,01JZ3N56H774BJ40PTTRW7J1MP,24.99,7.497,15,0.12,44.982,374.85,112.455,17.493,262.395
HH019414,EPV-766784,01JZ3N50W0CT94KK6S3QN61K2Q,3.49,1.047,9,0.04,1.2564,31.41,9.423,2.443,21.987
JA054648,IXC-609269,01JZ3N50HGHYSE5QERK3VQSTD3,24.99,7.497,9,0.01,2.2491,224.91,67.473,17.493,157.437
YO052337,WHG-140361,01JZ3N55RBBTDXRS10FA4G33NV,3.59,1.077,9,0.24,7.7544,32.31,9.693,2.513,22.617
NV061613,SQE-914626,01JZ3N50JN2EP4TYFBR2DYHPE6,59.99,17.997,14,0.1,83.986,839.86,251.958,41.993,587.902
UI012965,SRN-196463,01JZ3N553YT8QR9TPZV7JC9AY0,5.99,1.797,19,0.1,11.381,113.81,34.143,4.193,79.667
HY047879,OKX-847860,01JZ3N56H774BJ40PTTRW7J1MP,24.99,7.497,20,0.22,109.956,499.8,149.94,17.493,349.86
LY032208,UYY-447070,01JZ3N537HT3E6QJW6HN803AES,34.99,10.497,6,0.13,27.2922,209.94,62.982,24.493,146.958
LT073005,RYG-594431,01JZ3N51PJSSC4680WPA4VCNFH,3.49,1.047,2,0.24,1.6752,6.98,2.094,2.443,4.886
IG071259,UHI-589087,01JZ3N50SYZQ808PY8X1AG86K7,9.99,2.997,16,0.13,20.7792,159.84,47.952,6.993,111.888
OS093484,SYX-675929,01JZ3N52C4WJ8W082BNV89TD0Z,69.99,20.997,10,0,0,699.9,209.97,48.993,489.93
XW065274,MHT-431567,01JZ3N56FX5TVY837RBH2BCYJ3,19.99,5.997,7,0,0,139.93,41.979,13.993,97.951
LH043536,GNK-636596,01JZ3N53W2SY99S9P3ZMAJBNR4,4.99,1.497,20,0.33,32.934,99.8,29.94,3.493,69.86
DG015801,FYO-218080,01JZ3N50PTMWFQ2C50QVFY9HGM,49.99,14.997,1,0.36,17.9964,49.99,14.997,34.993,34.993
PQ042587,EDM-621124,01JZ3N52ZWNE8J9VCBMW8NQ4TK,5.49,1.647,7,0,0,38.43,11.529,3.843,26.901
YL065975,ZSR-250642,01JZ3N51GB6BDR542KWQH4HB6P,14.99,4.497,13,0.36,70.1532,194.87,58.461,10.493,136.409
ES011889,FRE-262258,01JZ3N56WV7SDQ3MW2YMN2026H,1.99,0.597,10,0.15,2.985,19.9,5.97,1.393,13.93
TK000744,AVT-187876,01JZ3N54Z6BWRP2RE77PMR55DY,3.79,1.137,8,0.39,11.8248,30.32,9.096,2.653,21.224
WX069469,TYM-047898,01JZ3N51DFGGRQWYSGPSA20097,39.99,11.997,12,0.4,191.952,479.88,143.964,27.993,335.916
VZ013231,FKL-738228,01JZ3N56HFTE775PPJ6A4DC45C,89.99,26.997,16,0.06,86.3904,1439.84,431.952,62.993,1007.888
ZJ097568,KWG-184313,01JZ3N55V7T7WD21792YV0E465,29.99,8.997,14,0.28,117.5608,419.86,125.958,20.993,293.902
AC032117,ZNA-921185,01JZ3N5146RYS4NXJ7XFQ7YHWE,12.99,3.897,7,0.06,5.4558,90.93,27.279,9.093,63.651
ZU048884,GFU-638342,01JZ3N51A0QB4P255ZQ396VH6P,8.99,2.697,2,0.26,4.6748,17.98,5.394,6.293,12.586
EO027251,BAX-915503,01JZ3N52FJDN3K45BYM4W7B0TM,89,26.7,18,0.17,272.34,1602,480.6,62.3,1121.4
LT073005,XJM-098559,01JZ3N51PJSSC4680WPA4VCNFH,3.49,1.047,2,0.35,2.443,6.98,2.094,2.443,4.886
IL009957,JBL-734686,01JZ3N53AE9HMTFV7P3DVP5RRC,199.99,59.997,9,0.02,35.9982,1799.91,539.973,139.993,1259.937
QZ098914,QUW-216852,01JZ3N53F3WGVRRWHKV0XYSVFK,29.99,8.997,6,0.31,55.7814,179.94,53.982,20.993,125.958
CX034161,XSZ-270849,01JZ3N52VR1TCRNXP4VRZN956S,2.99,0.897,8,0.05,1.196,23.92,7.176,2.093,16.744
YB068814,JLL-284085,01JZ3N5181BJK644B8MDDY746W,3.49,1.047,14,0.3,14.658,48.86,14.658,2.443,34.202
HF000394,GUP-831624,01JZ3N559NT6YEGCRYTD92A483,2.99,0.897,2,0.16,0.9568,5.98,1.794,2.093,4.186
FY080136,JHI-394351,01JZ3N54VHK9Z3J7NJRA5ASZSW,24.99,7.497,5,0.04,4.998,124.95,37.485,17.493,87.465
ZZ015342,PTM-158976,01JZ3N572S4RVA29Y33YRWH174,2.99,0.897,7,0.13,2.7209,20.93,6.279,2.093,14.651
OS018365,AEQ-417609,01JZ3N56AWC7GNPNFRBJ61KDX9,2.99,0.897,11,0.16,5.2624,32.89,9.867,2.093,23.023
QC015889,PBB-802625,01JZ3N50N76RX5K12B5JKHF9FR,8.99,2.697,6,0,0,53.94,16.182,6.293,37.758
CX034161,PMK-752962,01JZ3N52VR1TCRNXP4VRZN956S,2.99,0.897,3,0.08,0.7176,8.97,2.691,2.093,6.279
RV066355,FSD-344562,01JZ3N56BEC6J1R8ET7T160X8Z,39.99,11.997,1,0.27,10.7973,39.99,11.997,27.993,27.993
FA035790,ZUD-249095,01JZ3N54WF4D6P1V6M5VV8DC9F,34.99,10.497,6,0.05,10.497,209.94,62.982,24.493,146.958
KR032421,XSN-600882,01JZ3N50E1KVB8747YDFBVC7JN,2.99,0.897,18,0.37,19.9134,53.82,16.146,2.093,37.674
DU007963,UCH-961038,01JZ3N511DPGJD5NBAC5BBC9W3,3.49,1.047,15,0.07,3.6645,52.35,15.705,2.443,36.645
CK064882,PZR-259098,01JZ3N55PED524ZWVQZEN0VKSM,39.99,11.997,6,0.32,76.7808,239.94,71.982,27.993,167.958
QA056461,UBO-321551,01JZ3N539XMW0BS59EBZWJ02A4,4.99,1.497,2,0.24,2.3952,9.98,2.994,3.493,6.986
YH023012,DCC-982988,01JZ3N51AJ36PTBWQCT8QV74RA,3.99,1.197,7,0.23,6.4239,27.93,8.379,2.793,19.551
MM027639,XWA-985149,01JZ3N56M5XK2XKTRMACGM0VH9,24.99,7.497,17,0.19,80.7177,424.83,127.449,17.493,297.381
BC098676,YMM-890929,01JZ3N56YR6082G59CYKNJE36J,6.49,1.947,18,0.06,7.0092,116.82,35.046,4.543,81.774
VQ077263,JNI-683260,01JZ3N571V9N657HDH99TS38XR,49.99,14.997,19,0.03,28.4943,949.81,284.943,34.993,664.867
EG051605,AJZ-801331,01JZ3N52GWPC8JADTNSYW3Q2KW,79.99,23.997,7,0.37,207.1741,559.93,167.979,55.993,391.951
SY098673,NEW-704616,01JZ3N518RPNE3VT4K9NMH7RNA,15.99,4.797,4,0.18,11.5128,63.96,19.188,11.193,44.772
WE015191,AOP-456653,01JZ3N53EEDVMNYZ1Q2K3F1321,59.99,17.997,9,0.27,145.7757,539.91,161.973,41.993,377.937
RU014698,RAA-859987,01JZ3N563QYFEB8QYHSTCNWH9H,1.49,0.447,2,0,0,2.98,0.894,1.043,2.086
OK062011,JDF-341226,01JZ3N55JBVEK7FE9XF6TE8TJA,3.99,1.197,2,0.39,3.1122,7.98,2.394,2.793,5.586
WT037292,ISV-158996,01JZ3N55PZNB6Y5TXZQXA1RGGC,3.99,1.197,6,0.16,3.8304,23.94,7.182,2.793,16.758
PB085687,QFG-363293,01JZ3N51F5SZR7NBMW3RDTWSAM,2.29,0.687,20,0.33,15.114,45.8,13.74,1.603,32.06
UF054954,DGD-076265,01JZ3N56QX3MWAPBG88R3RYXKR,49.99,14.997,16,0.01,7.9984,799.84,239.952,34.993,559.888
BS091864,JAI-571527,01JZ3N528VCG9BZ0NBQEQ86M53,3.19,0.957,20,0.11,7.018,63.8,19.14,2.233,44.66
BK070785,DWT-576520,01JZ3N53CM0N627DN7YP52Q33B,7.49,2.247,7,0.16,8.3888,52.43,15.729,5.243,36.701
XF023093,HSA-183197,01JZ3N52MYFGNFR0ZRHTK6XCC4,4.99,1.497,18,0.26,23.3532,89.82,26.946,3.493,62.874
MT028981,YZU-281623,01JZ3N5304WRA25VXQ2F5EQPVJ,249.99,74.997,7,0.12,209.9916,1749.93,524.979,174.993,1224.951
LH043536,YGX-782613,01JZ3N53W2SY99S9P3ZMAJBNR4,4.99,1.497,3,0.34,5.0898,14.97,4.491,3.493,10.479
OI064452,AWI-886573,01JZ3N50M2T2VK7SYHD0H7GERG,4.49,1.347,20,0.13,11.674,89.8,26.94,3.143,62.86
EW092810,TRJ-392871,01JZ3N53R5E4N9PH2W8A4RM4AS,8.99,2.697,17,0.06,9.1698,152.83,45.849,6.293,106.981
AU020860,EWK-880117,01JZ3N54W7XW2ZMB9TMV78GWYC,1.99,0.597,15,0.4,11.94,29.85,8.955,1.393,20.895
AX035056,SXE-745186,01JZ3N56JGW5703P2DCNZSMNSC,59.99,17.997,1,0.05,2.9995,59.99,17.997,41.993,41.993
OR048214,BXB-865809,01JZ3N52HXMWSQ06Y1R7Z0K044,3.29,0.987,15,0.25,12.3375,49.35,14.805,2.303,34.545
FQ076657,DHC-495044,01JZ3N51EHYV66XX319AN5HJEF,34.99,10.497,16,0.18,100.7712,559.84,167.952,24.493,391.888
CI029431,SPX-285415,01JZ3N55KKMZ5E03M2JK0DCAYK,14.99,4.497,2,0,0,29.98,8.994,10.493,20.986
HB010382,XKQ-248168,01JZ3N51C7743VKHQGH5PT3CZC,2.99,0.897,16,0,0,47.84,14.352,2.093,33.488
UU017077,CQI-375273,01JZ3N5187MX14PSZB3TH8KSMB,4.99,1.497,11,0.38,20.8582,54.89,16.467,3.493,38.423
TI096309,NCR-659401,01JZ3N55NK7Z3Q1DJRSNBS8K8A,5.99,1.797,15,0.04,3.594,89.85,26.955,4.193,62.895
KX038689,VEW-861132,01JZ3N518GTX9WRB83JPE3SX0M,3.29,0.987,15,0.19,9.3765,49.35,14.805,2.303,34.545
PW078874,CNQ-351246,01JZ3N521XB0B19GTMP8GC1TWY,2.99,0.897,16,0.38,18.1792,47.84,14.352,2.093,33.488
QP099191,IXJ-209669,01JZ3N51YXEJNAVQ75W0XABARQ,1.99,0.597,20,0.33,13.134,39.8,11.94,1.393,27.86
SE071898,EGL-858344,01JZ3N50F0436PFGGCPVTJH0N7,29.99,8.997,8,0.22,52.7824,239.92,71.976,20.993,167.944
TA007457,GTA-029741,01JZ3N53KJEBVF4YQHG9P971C1,349.99,104.997,14,0.22,1077.9692,4899.86,1469.958,244.993,3429.902
TI096309,CHB-643680,01JZ3N55NK7Z3Q1DJRSNBS8K8A,5.99,1.797,9,0.37,19.9467,53.91,16.173,4.193,37.737
SY098673,RUK-945187,01JZ3N518RPNE3VT4K9NMH7RNA,15.99,4.797,11,0.07,12.3123,175.89,52.767,11.193,123.123
ZK018032,EYK-800246,01JZ3N50XJKFSMERPASPG29FEE,3.29,0.987,7,0.02,0.4606,23.03,6.909,2.303,16.121
PK032320,XAE-723087,01JZ3N51VV8RS9Y8SJQZXHYCZJ,29.99,8.997,6,0,0,179.94,53.982,20.993,125.958
IZ050669,WEX-653538,01JZ3N51DQ9SF3TQPD3DJJ1PXE,12.99,3.897,15,0.3,58.455,194.85,58.455,9.093,136.395
ZU044069,UHC-373221,01JZ3N51BDMHB09CH348KV0S1A,2.49,0.747,13,0.13,4.2081,32.37,9.711,1.743,22.659
YD055268,SMM-885044,01JZ3N50P7QRCZ56X6EBRNMQA2,23.99,7.197,19,0.4,182.324,455.81,136.743,16.793,319.067
PD029610,WZG-357626,01JZ3N509BQF0966B46GXGYWF7,2.99,0.897,16,0.32,15.3088,47.84,14.352,2.093,33.488
ES037170,KQQ-449864,01JZ3N54PW1A92ZNRYB7ESDGVV,34.99,10.497,12,0.07,29.3916,419.88,125.964,24.493,293.916
EA084656,XYF-846132,01JZ3N5159Q1WA3QH493KAN8V4,6.49,1.947,10,0.2,12.98,64.9,19.47,4.543,45.43
UU017077,YHH-125513,01JZ3N5187MX14PSZB3TH8KSMB,4.99,1.497,9,0.16,7.1856,44.91,13.473,3.493,31.437
LO028977,YZT-114407,01JZ3N512GHNAJSF3HCCQ0PQYY,2.99,0.897,20,0.03,1.794,59.8,17.94,2.093,41.86
XB095293,WFI-296660,01JZ3N567GDDSRQ50H4EB8444Z,3.99,1.197,8,0,0,31.92,9.576,2.793,22.344
QP097532,BGE-303693,01JZ3N52PTSQ54GHM51GFH98K5,4.49,1.347,16,0.29,20.8336,71.84,21.552,3.143,50.288
CZ054222,VVJ-683759,01JZ3N50WCFVGMZBSRQ3XAH16S,15.99,4.797,18,0.07,20.1474,287.82,86.346,11.193,201.474
RP069641,QRO-007240,01JZ3N51J77D5CPH45X9202KPD,49.99,14.997,18,0.24,215.9568,899.82,269.946,34.993,629.874
AH043184,DGS-988971,01JZ3N55P5TN4P8G8MJ6AHQ8JQ,19.99,5.997,4,0,0,79.96,23.988,13.993,55.972
BQ020024,POV-954028,01JZ3N52ACQV9R3408AQEWVMA2,6.99,2.097,13,0.26,23.6262,90.87,27.261,4.893,63.609
FH015492,CEL-088422,01JZ3N53A64TW72TVK28SMMXKX,29.99,8.997,10,0.23,68.977,299.9,89.97,20.993,209.93
TV075977,HYB-391557,01JZ3N52RT7CJNB27BFS6H8BF7,1.29,0.387,12,0.11,1.7028,15.48,4.644,0.903,10.836
RV066355,SIA-359177,01JZ3N56BEC6J1R8ET7T160X8Z,39.99,11.997,9,0.26,93.5766,359.91,107.973,27.993,251.937
ON036523,YTG-672596,01JZ3N53VT3P33Q7AQXZW5S2HJ,39.99,11.997,2,0.35,27.993,79.98,23.994,27.993,55.986
DG084549,MSJ-743959,01JZ3N5378B2B48FS4G8C7QQE9,2.49,0.747,10,0.15,3.735,24.9,7.47,1.743,17.43
SH044828,XWS-737900,01JZ3N55C8ED5JGHZ9Z0P6KKQE,29.99,8.997,7,0.18,37.7874,209.93,62.979,20.993,146.951
IK076547,EKN-490316,01JZ3N50BMNDNB5QY6WSP1ETGT,34.99,10.497,14,0.19,93.0734,489.86,146.958,24.493,342.902
WV028647,GPL-556404,01JZ3N52HKDPJW3M5A6W4PXN7M,4.49,1.347,17,0.13,9.9229,76.33,22.899,3.143,53.431
DI067107,EEF-939441,01JZ3N55EPTAZNA3KX60RKB3NQ,54.99,16.497,6,0.29,95.6826,329.94,98.982,38.493,230.958
HC025261,OYF-274001,01JZ3N53NBCSNZW2T0PHTDQPWZ,34.99,10.497,7,0.19,46.5367,244.93,73.479,24.493,171.451
UJ056106,SLM-671702,01JZ3N5681DFKPYPY2Y0J153PR,5.49,1.647,16,0.35,30.744,87.84,26.352,3.843,61.488
VQ012259,JWA-959525,01JZ3N50CM9GSR1HZ49HR8NNKD,1.29,0.387,16,0.39,8.0496,20.64,6.192,0.903,14.448
AU020860,NGL-094708,01JZ3N54W7XW2ZMB9TMV78GWYC,1.99,0.597,18,0.39,13.9698,35.82,10.746,1.393,25.074
HU066299,QCO-526211,01JZ3N54SQP3DBBP7E9DYYHST8,59.99,17.997,8,0.38,182.3696,479.92,143.976,41.993,335.944
SE071898,HQV-077288,01JZ3N50F0436PFGGCPVTJH0N7,29.99,8.997,3,0.24,21.5928,89.97,26.991,20.993,62.979
TF040283,XGW-914567,01JZ3N54TJWX8GNZ8YD2KKSF5C,12.99,3.897,4,0.29,15.0684,51.96,15.588,9.093,36.372
ON085793,IDJ-538026,01JZ3N55D87ECXC1K6N44T045E,24.99,7.497,10,0.38,94.962,249.9,74.97,17.493,174.93
KW041893,DXD-905591,01JZ3N54SENR2FJATRHP74Y6DV,32.99,9.897,8,0.25,65.98,263.92,79.176,23.093,184.744
ZU048884,LUC-513135,01JZ3N51A0QB4P255ZQ396VH6P,8.99,2.697,2,0,0,17.98,5.394,6.293,12.586
FL017847,TDB-762075,01JZ3N56490EAXPHRZGHDKCZK3,29.99,8.997,3,0.17,15.2949,89.97,26.991,20.993,62.979
AS023969,LBY-734800,01JZ3N523NKNK12ECHC2ZKRD10,4.49,1.347,4,0.21,3.7716,17.96,5.388,3.143,12.572
DG084549,GLH-135168,01JZ3N5378B2B48FS4G8C7QQE9,2.49,0.747,5,0.06,0.747,12.45,3.735,1.743,8.715
